rndindex,playstate,timeCount,tilex,tiley,angle,health,ammo,score,x,y
15,0,2164,2,8,93,21,88,3500,136538,551650
16,0,2168,2,8,93,21,88,3500,149886,554155
17,0,2172,2,8,93,21,88,3500,161931,554726
18,0,2176,2,8,93,21,88,3500,169720,554318
19,0,2180,2,8,93,21,88,3500,172715,554162
20,0,2184,2,8,93,21,88,3500,172715,554162
23,0,2188,2,8,93,21,88,3500,172715,554162
24,0,2192,2,8,93,21,88,3500,172715,554162
25,0,2196,2,8,93,21,88,3500,172715,554162
26,0,2200,2,8,93,21,88,3500,172715,554162
27,0,2204,2,8,93,21,88,3500,172715,554162
28,0,2208,2,8,94,21,88,3500,172548,551768
29,0,2212,2,8,94,21,88,3500,172548,551768
30,0,2216,2,8,94,21,88,3500,172548,551768
31,0,2220,2,8,94,21,88,3500,172548,551768
32,0,2224,2,8,94,21,88,3500,172548,551768
33,0,2228,2,8,94,21,88,3500,172548,551768
34,0,2232,2,8,94,21,88,3500,172548,551768
35,0,2236,2,8,94,21,88,3500,172548,551768
37,0,2240,2,8,94,21,88,3500,172548,551768
38,0,2244,2,8,94,21,88,3500,172548,551768
39,0,2248,2,8,94,21,88,3500,172548,551768
40,0,2252,2,8,94,21,88,3500,172548,551768
41,0,2256,2,8,94,21,88,3500,172548,551768
42,0,2260,2,8,94,21,88,3500,172548,551768
43,0,2264,2,8,94,21,88,3500,172548,551768
44,0,2268,2,8,94,21,88,3500,172548,551768
45,0,2272,2,8,94,21,88,3500,172548,551768
46,0,2276,2,8,94,21,88,3500,172548,551768
47,0,2280,2,8,94,21,88,3500,172548,551768
48,0,2284,2,8,94,21,88,3500,172548,551768
49,0,2288,2,8,94,21,88,3500,172548,551768
50,0,2292,2,8,94,21,88,3500,172548,551768
51,0,2296,2,8,94,21,88,3500,172548,551768
52,0,2300,2,8,94,21,88,3500,172548,551768
53,0,2304,2,8,94,21,88,3500,172548,551768
54,0,2308,2,8,94,21,88,3500,172548,551768
55,0,2312,2,8,94,21,88,3500,172548,551768
57,0,2316,2,8,94,21,88,3500,172548,551768
60,0,2320,2,8,94,21,88,3500,172548,551768
61,0,2324,2,8,94,21,88,3500,172548,551768
63,0,2328,2,8,94,21,88,3500,172548,551768
65,0,2332,2,8,94,21,88,3500,172548,551768
68,0,2336,2,8,94,21,88,3500,172548,551768
70,0,2340,2,8,94,21,88,3500,172548,551768
71,0,2344,2,8,94,21,88,3500,172548,551768
73,0,2348,2,8,94,21,88,3500,172507,551170
75,0,2352,2,8,94,21,87,3600,172507,551170
76,0,2356,2,8,94,21,87,3600,172507,551170
78,0,2360,2,8,94,21,87,3600,172507,551170
81,0,2364,2,8,94,21,87,3600,172507,551170
82,0,2368,2,8,94,21,87,3600,172507,551170
87,0,2372,2,8,94,21,87,3600,172507,551170
88,0,2376,2,8,94,21,87,3600,172507,551170
89,0,2380,2,8,94,21,86,3600,172507,551170
90,0,2384,2,8,94,21,86,3600,172507,551170
91,0,2388,2,8,94,21,86,3600,172507,551170
92,0,2392,2,8,94,21,86,3600,172507,551170
94,0,2396,2,8,94,21,86,3600,172507,551170
96,0,2400,2,8,94,21,86,3600,172507,551170
97,0,2404,2,8,94,21,86,3600,172507,551170
99,0,2408,2,8,94,21,86,3600,172507,551170
100,0,2412,2,8,94,21,86,3600,172507,551170
102,0,2416,2,8,94,21,86,3600,172466,550572
103,0,2420,2,8,91,21,86,3600,172372,545173
107,0,2424,2,8,83,21,85,3700,172372,545173
108,0,2428,2,8,83,21,85,3700,172372,545173
109,0,2432,2,8,83,21,85,3700,172372,545173
111,0,2436,2,8,83,21,85,3700,172372,545173
112,0,2440,2,8,83,21,85,3700,172372,545173
113,0,2444,2,8,83,21,85,3700,172372,545173
115,0,2448,2,8,83,21,85,3700,172372,545173
116,0,2452,2,8,83,21,84,3700,172275,545967
117,0,2456,2,8,84,21,84,3700,172150,547160
118,0,2460,2,8,88,21,84,3700,172067,549558
121,0,2464,2,8,90,21,84,3700,172067,549957
123,0,2468,2,8,90,21,84,3700,172067,550356
125,0,2472,2,8,90,21,84,3700,172067,550356
127,0,2476,2,8,90,21,84,3700,172067,550356
130,0,2480,2,8,90,21,84,3700,172067,550356
133,0,2484,2,8,90,21,84,3700,172067,550356
134,0,2488,2,8,90,21,84,3700,172067,550356
136,0,2492,2,8,90,21,84,3700,172067,550356
138,0,2496,2,8,90,21,84,3700,172067,550356
140,0,2500,2,8,90,21,84,3700,172067,550356
142,0,2504,2,8,92,21,83,3700,172067,550356
144,0,2508,2,8,98,21,83,3700,171984,549762
147,0,2512,2,8,100,21,83,3700,171984,549762
149,0,2516,2,8,100,21,83,3700,171984,549762
153,0,2520,2,8,100,21,83,3700,171984,549762
155,0,2524,2,8,100,21,83,3700,172053,550155
157,0,2528,2,8,100,21,83,3700,172053,550155
160,0,2532,2,8,100,21,82,3700,172122,550548
162,0,2536,2,8,100,21,82,3700,172260,551335
165,0,2540,2,8,100,21,82,3700,172260,551335
168,0,2544,2,8,100,21,82,3700,172260,551335
170,0,2548,2,8,100,21,82,3700,172260,551335
172,0,2552,2,8,100,21,82,3700,172260,551335
175,0,2556,2,8,100,21,82,3700,172260,551335
177,0,2560,2,8,100,21,81,3700,172260,551335
178,0,2564,2,8,100,21,81,3700,172260,551335
179,0,2568,2,8,100,21,81,3700,172260,551335
180,0,2572,2,8,100,21,81,3700,172260,551335
183,0,2576,2,8,100,21,81,3700,172260,551335
184,0,2580,2,8,100,21,81,3700,172260,551335
185,0,2584,2,8,100,21,81,3700,172260,551335
186,0,2588,2,8,100,21,81,3700,172260,551335
187,0,2592,2,8,100,21,80,3700,172260,551335
188,0,2596,2,8,100,21,80,3700,172260,551335
191,0,2600,2,8,100,14,80,3700,172260,551335
192,0,2604,2,8,100,14,80,3700,172260,551335
194,0,2608,2,8,100,14,80,3700,172260,551335
197,0,2612,2,8,100,14,80,3700,172260,551335
198,0,2616,2,8,100,14,80,3700,172260,551335
201,0,2620,2,8,100,14,79,3800,172260,551335
205,0,2624,2,8,100,14,79,3800,172260,551335
206,0,2628,2,8,100,14,79,3800,172260,551335
208,0,2632,2,8,100,14,79,3800,172260,551335
209,0,2636,2,8,100,14,79,3800,172260,551335
210,0,2640,2,8,101,14,79,3800,172260,551335
213,0,2644,2,8,101,14,79,3800,172260,551335
215,0,2648,2,8,101,14,78,3800,172260,551335
217,0,2652,2,8,101,14,78,3800,172260,551335
219,0,2656,2,8,101,14,78,3800,172260,551335
222,0,2660,2,8,101,14,78,3800,172260,551335
226,0,2664,2,8,101,14,78,3800,172260,551335
229,0,2668,2,8,97,14,78,3800,172552,553717
233,0,2672,2,8,93,14,78,3800,172656,555714
235,0,2676,2,8,93,14,77,3900,172656,555714
236,0,2680,2,8,93,14,77,3900,172656,555714
237,0,2684,2,8,93,14,77,3900,172656,555714
239,0,2688,2,8,93,14,77,3900,172656,555714
240,0,2692,2,8,93,14,77,3900,172656,555714
242,0,2696,2,8,95,14,77,3900,172690,556112
243,0,2700,2,8,95,14,77,3900,172690,556112
245,0,2704,2,8,96,14,76,3900,172690,556112
247,0,2708,2,8,96,14,76,3900,172690,556112
249,0,2712,2,8,96,14,76,3900,172690,556112
250,0,2716,2,8,96,14,76,3900,172690,556112
252,0,2720,2,8,96,14,76,3900,172126,550742
0,0,2724,2,8,98,14,76,3900,169789,534106
3,0,2728,2,8,98,14,76,3900,169456,531730
5,0,2732,2,8,98,14,76,3900,169456,531730
7,0,2736,2,8,98,14,76,3900,169456,531730
9,0,2740,2,8,98,14,76,3900,169456,531730
12,0,2744,2,8,98,14,75,3900,170346,538067
13,0,2748,2,8,98,14,75,3900,171347,545196
15,0,2752,2,8,93,14,75,3900,172079,559176
17,0,2756,2,8,91,14,75,3900,172169,564375
18,0,2760,2,8,90,14,75,3900,172169,564774
22,2,2764,2,8,90,0,75,3900,172169,564774
