rndindex,playstate,timeCount,tilex,tiley,angle,health,ammo,score,x,y
30,0,4040,55,41,344,16,81,3600,3659303,2690643
33,0,4044,55,41,344,16,80,3600,3663340,2691800
35,0,4048,55,41,346,16,80,3600,3667997,2692961
39,0,4052,55,41,346,16,80,3600,3669743,2693396
42,0,4056,55,41,346,16,79,4100,3669743,2693396
46,0,4060,56,41,348,16,79,4100,3672677,2694019
49,0,4064,56,41,350,16,79,4100,3676222,2694644
50,0,4068,56,41,350,16,78,4100,3677994,2694956
52,0,4072,56,41,351,16,78,4100,3678586,2695049
54,0,4076,56,41,351,16,78,4100,3679178,2695142
56,0,4080,56,41,351,16,77,4100,3679770,2695235
58,0,4084,56,41,351,16,77,4100,3682140,2695610
61,0,4088,56,41,351,16,77,4100,3691029,2697017
63,0,4092,56,41,351,16,76,4100,3716511,2701052
65,0,4096,57,41,350,16,76,4100,3739555,2705115
69,0,4100,57,41,342,16,76,4100,3778357,2717722
71,0,4104,58,41,333,16,80,4100,3805621,2717722
72,0,4108,58,41,314,16,84,4100,3836918,2750131
74,0,4112,58,42,294,16,84,4100,3851071,2781922
76,0,4116,58,42,278,16,84,4100,3852323,2790834
78,0,4120,58,42,263,16,84,4100,3852859,2786467
82,0,4124,58,42,256,16,84,4100,3856342,2772495
85,0,4128,58,41,248,16,84,4100,3866531,2747276
87,0,4132,59,41,247,16,84,4100,3872782,2732548
89,0,4136,59,41,247,16,84,4100,3876845,2722975
92,0,4140,59,41,248,16,84,4100,3877294,2721863
94,0,4144,59,41,248,16,84,4100,3877294,2721863
96,0,4148,59,41,248,16,84,4100,3877294,2721863
98,0,4152,59,41,241,16,84,4100,3877294,2721863
100,0,4156,59,41,221,16,84,4100,3881218,2718452
102,0,4160,59,41,201,16,84,4100,3910345,2707271
104,0,4164,59,41,186,16,84,4100,3930235,2705181
106,0,4168,60,41,192,16,84,4100,3943928,2702271
108,0,4172,60,41,192,16,84,4100,3954467,2746091
111,0,4176,60,42,192,16,84,4100,3941532,2794900
114,0,4180,59,43,192,16,84,4100,3930358,2843334
117,0,4184,59,44,192,16,84,4100,3914489,2892766
119,0,4188,59,44,192,16,84,4100,3913120,2935380
120,0,4192,59,45,192,16,84,4100,3909791,2971664
122,0,4196,59,45,192,16,84,4100,3908149,3001455
126,0,4200,59,46,192,16,84,4100,3899904,3020381
128,0,4204,59,46,192,16,84,4100,3890661,3034612
130,0,4208,59,46,192,16,84,4100,3883993,3037868
132,0,4212,59,46,192,16,84,4100,3869321,3040986
135,0,4216,58,46,192,16,84,4100,3857636,3037950
137,0,4220,58,46,192,16,84,4100,3834477,3029991
139,0,4224,58,46,191,16,84,4100,3825054,3031822
142,0,4228,58,46,191,16,84,4100,3825054,3033997
144,0,4232,58,46,191,16,84,4100,3825054,3034683
147,0,4236,58,46,191,16,84,4100,3825054,3034683
152,0,4240,58,46,191,16,84,4100,3825054,3034683
156,0,4244,58,46,191,16,84,4100,3828980,3033920
159,0,4248,58,46,191,16,84,4100,3828980,3033920
162,0,4252,58,46,191,16,84,4100,3828980,3033920
165,0,4256,58,46,191,16,84,4100,3828980,3033920
168,0,4260,58,46,191,16,84,4100,3828980,3033920
171,0,4264,58,46,191,16,84,4100,3828980,3033920
174,0,4268,58,46,191,16,83,4100,3828980,3033920
177,0,4272,58,46,190,16,83,4100,3829373,3033851
182,0,4276,58,46,190,16,83,4100,3829373,3033851
186,0,4280,58,46,189,16,82,4100,3829373,3033851
189,0,4284,58,46,189,16,82,4100,3829373,3033851
193,0,4288,58,46,189,16,82,4100,3832928,3033288
196,0,4292,58,46,189,16,81,4500,3833718,3033163
200,0,4296,58,46,189,16,81,4500,3833718,3033163
204,0,4300,58,46,189,16,81,4500,3832533,3033350
208,0,4304,58,46,187,16,80,4500,3832533,3035543
210,0,4308,58,46,185,16,80,4500,3825959,3036118
214,0,4312,58,46,185,16,80,4500,3825959,3036118
218,0,4316,58,46,185,16,79,4500,3825959,3036118
220,0,4320,58,46,185,16,79,4500,3825959,3036118
223,0,4324,58,46,185,16,79,4500,3825959,3036118
228,0,4328,58,46,185,16,78,4500,3825959,3036118
231,0,4332,58,46,185,16,78,4500,3825959,3036118
237,0,4336,58,46,185,16,78,4500,3825959,3036118
242,0,4340,58,46,185,16,77,4500,3824166,3036274
247,0,4344,58,46,185,16,77,4500,3824166,3037058
253,0,4348,58,46,184,16,77,4500,3807408,3038229
2,0,4352,57,46,182,16,76,4500,3797215,3038584
8,0,4356,57,46,180,16,76,4500,3781616,3038584
12,0,4360,57,46,178,16,76,4500,3771423,3038229
18,0,4364,57,46,175,16,79,4500,3751699,3038229
20,0,4368,57,46,172,16,79,4500,3736251,3038229
25,0,4372,56,46,168,16,79,4500,3721579,3038229
29,0,4376,56,46,164,16,78,4500,3712351,3038229
31,0,4380,56,46,163,16,78,4500,3710056,3037528
35,0,4384,56,46,162,16,78,4500,3708345,3037528
39,0,4388,56,46,160,16,77,4500,3708345,3037528
42,0,4392,56,46,157,16,77,4500,3709449,3037996
46,0,4396,56,46,157,16,77,4500,3709817,3038152
49,0,4400,56,46,158,16,76,4500,3712783,3039350
52,0,4404,56,46,161,16,76,4500,3720725,3042084
57,0,4408,57,46,166,16,76,4500,3737414,3046244
61,0,4412,57,46,168,16,75,4500,3751890,3049320
65,0,4416,57,46,169,16,75,4500,3760135,3050922
70,0,4420,57,46,172,16,75,4500,3770829,3052424
74,0,4424,57,46,172,16,74,4500,3774790,3052980
76,0,4428,57,46,172,16,74,4500,3775186,3053035
80,0,4432,57,46,172,16,74,4500,3775186,3053035
84,0,4436,57,46,172,16,73,5000,3775186,3053035
86,0,4440,57,46,172,16,73,5000,3774592,3052952
88,0,4444,57,46,172,16,73,5000,3772810,3052702
92,0,4448,57,46,172,16,72,5000,3772216,3052619
95,0,4452,57,46,172,16,72,5000,3772216,3052619
99,0,4456,57,46,172,16,72,5000,3772216,3052619
103,0,4460,57,46,172,16,71,5000,3772216,3052619
105,0,4464,57,46,173,16,71,5000,3761497,3051303
108,0,4468,56,46,174,16,75,5000,3732856,3048293
110,0,4472,56,46,175,16,75,5000,3687973,3044367
112,0,4476,55,46,175,16,75,5000,3643090,3040441
114,0,4480,55,46,175,16,75,5000,3630539,3039343
117,0,4484,56,46,175,16,75,5000,3670386,3042828
119,0,4488,56,46,175,16,75,5000,3710233,3046313
122,0,4492,57,46,176,16,75,5000,3750135,3049102
126,0,4496,57,46,178,16,75,5000,3790110,3050497
128,0,4500,58,46,179,16,75,5000,3830103,3051194
131,0,4504,59,46,180,16,75,5000,3868502,3051194
134,0,4508,59,46,180,16,75,5000,3908501,3051194
139,0,4512,60,46,166,16,75,5000,3941490,3059419
143,0,4516,60,46,146,16,75,5000,3966692,3076418
148,0,4520,60,47,126,16,75,5000,3973275,3085478
152,0,4524,60,46,107,16,75,5000,3969066,3071708
154,0,4528,60,46,92,16,75,5000,3967726,3033332
157,0,4532,60,45,82,16,75,5000,3973654,2991147
160,0,4536,60,44,82,16,75,5000,3973654,2946531
162,0,4540,60,44,82,16,75,5000,3973654,2901915
165,0,4544,60,43,82,16,75,5000,3973654,2857299
167,0,4548,60,42,82,16,75,5000,3973654,2812683
171,0,4552,60,42,86,16,75,5000,3973654,2767738
174,0,4556,60,41,89,16,75,5000,3974439,2722690
177,0,4560,60,40,92,16,75,5000,3972867,2677663
179,0,4564,60,40,93,16,75,5000,3970510,2632670
181,0,4568,60,39,94,16,75,5000,3967368,2587725
182,0,4572,60,38,94,16,75,5000,3964226,2542780
184,0,4576,60,38,95,16,75,5000,3960300,2497897
187,0,4580,60,37,97,16,75,5000,3954810,2453179
191,0,4584,60,36,99,16,75,5000,3947762,2408679
193,0,4588,60,36,102,16,75,5000,3938396,2364610
194,0,4592,59,35,104,16,75,5000,3927497,2320894
197,0,4596,59,34,106,16,75,5000,3915079,2277585
199,0,4600,59,34,109,16,75,5000,3900411,2234986
201,0,4604,59,33,113,16,75,5000,3882808,2193513
204,0,4608,58,32,117,16,75,5000,3862354,2153369
205,0,4612,58,32,125,16,75,5000,3836513,2116463
207,0,4616,58,31,134,16,75,5000,3806088,2084957
209,0,4620,57,31,148,16,75,5000,3767880,2061083
211,0,4624,57,31,157,16,75,5000,3767880,2043480
214,0,4628,57,31,168,16,75,5000,3767880,2034114
217,0,4632,57,31,179,16,75,5000,3767880,2033769
223,0,4636,57,31,182,16,75,5000,3760085,2034041
226,0,4640,57,31,184,16,75,5000,3760085,2034794
229,0,4644,57,31,187,16,75,5000,3760085,2036475
232,0,4648,57,31,194,16,75,5000,3760085,2045183
234,0,4652,57,31,200,16,75,5000,3760085,2058726
236,0,4656,57,31,201,16,75,5000,3760085,2066681
240,0,4660,57,31,201,16,75,5000,3760085,2078292
242,0,4664,57,31,198,16,75,5000,3760085,2083854
248,0,4668,57,31,196,16,75,5000,3760085,2083854
251,0,4672,57,31,196,16,75,5000,3760085,2083854
253,0,4676,57,31,196,16,75,5000,3760085,2083854
255,0,4680,57,31,196,16,75,5000,3760085,2083854
2,0,4684,57,31,196,16,75,5000,3760085,2083854
4,0,4688,57,31,189,16,75,5000,3767196,2082728
7,0,4692,57,31,179,16,75,5000,3774394,2082853
10,0,4696,57,31,175,16,75,5000,3774394,2082853
14,0,4700,57,31,170,16,75,5000,3765531,2081291
17,0,4704,57,31,167,16,75,5000,3765531,2078727
21,0,4708,57,31,164,16,75,5000,3747652,2073601
24,0,4712,56,31,165,16,75,5000,3733164,2069719
26,0,4716,56,31,168,16,75,5000,3689095,2060353
29,0,4720,55,31,171,16,75,5000,3644595,2053305
31,0,4724,54,31,174,16,75,5000,3599788,2048596
34,0,4728,54,31,176,16,75,5000,3554843,2045454
37,0,4732,53,31,176,16,75,5000,3509898,2042312
41,0,4736,52,31,176,16,75,5000,3464953,2039170
43,0,4740,52,31,176,16,75,5000,3421260,2036116
46,0,4744,51,31,176,16,75,5000,3376969,2033020
49,0,4748,50,30,176,16,75,5000,3332024,2029878
51,0,4752,50,30,176,16,75,5000,3288331,2026824
53,0,4756,49,30,176,16,75,5000,3245237,2023811
55,0,4760,48,30,176,16,75,5000,3202742,2020840
57,0,4764,48,30,176,16,75,5000,3157852,2017702
60,0,4768,48,30,176,16,75,5000,3151867,2017284
62,0,4772,48,30,176,16,75,5000,3151867,2017284
65,0,4776,48,30,176,16,75,5000,3151867,2017284
68,0,4780,48,30,176,16,75,5000,3151867,2017284
71,0,4784,48,30,176,16,75,5000,3151867,2017284
74,0,4788,48,30,176,16,75,5000,3151867,2017284
76,0,4792,48,30,176,16,75,5000,3154261,2017451
79,0,4796,48,30,176,16,75,5000,3157833,2023714
82,0,4800,48,31,176,16,75,5000,3161514,2045623
85,0,4804,48,31,176,16,75,5000,3161141,2062436
87,0,4808,48,31,176,16,75,5000,3159468,2086377
89,0,4812,48,32,176,16,75,5000,3158506,2100143
91,0,4816,48,32,176,16,75,5000,3156402,2121649
93,0,4820,48,32,176,16,75,5000,3154423,2141359
94,0,4824,48,32,176,16,75,5000,3153156,2150894
98,0,4828,48,32,176,16,75,5000,3152014,2158633
101,0,4832,48,32,176,16,75,5000,3151805,2161625
103,0,4836,48,33,176,16,75,5000,3151387,2167610
105,0,4840,48,33,176,16,75,5000,3151387,2167610
106,0,4844,48,33,176,16,75,5000,3151387,2167610
108,0,4848,48,33,176,16,75,5000,3151721,2162822
111,0,4852,48,33,171,16,75,5000,3154881,2163322
114,0,4856,48,33,165,16,75,5000,3158744,2164357
119,0,4860,48,33,161,16,75,5000,3159878,2164747
121,0,4864,48,33,161,16,75,5000,3159878,2164747
127,0,4868,48,33,160,16,75,5000,3154804,2162901
131,0,4872,48,32,158,16,75,5000,3147573,2159980
134,0,4876,47,32,154,16,75,5000,3141641,2157087
138,0,4880,47,32,152,16,75,5000,3141112,2156806
143,0,4884,47,32,152,16,75,5000,3141112,2156806
146,0,4888,48,32,152,16,75,5000,3146762,2159810
149,0,4892,48,33,151,16,75,5000,3154808,2164270
152,0,4896,48,33,146,16,75,5000,3172383,2176124
155,0,4900,48,33,143,16,75,5000,3185799,2186234
158,0,4904,48,33,139,16,75,5000,3205723,2203553
160,0,4908,49,33,131,16,75,5000,3216482,2215930
164,0,4912,49,34,122,16,75,5000,3228139,2234586
167,0,4916,49,34,115,16,75,5000,3233041,2245099
171,0,4920,49,34,110,16,75,5000,3237145,2256375
174,0,4924,49,34,107,16,75,5000,3239366,2263642
175,0,4928,49,34,108,16,75,5000,3241961,2271630
178,0,4932,49,34,122,16,75,5000,3243656,2274343
181,0,4936,49,34,122,16,75,5000,3220462,2289307
183,0,4940,48,35,122,16,75,5000,3188407,2309337
185,0,4944,48,35,122,16,75,5000,3171616,2319829
187,0,4948,48,35,122,16,75,5000,3148211,2334454
191,0,4952,47,35,122,16,75,5000,3138035,2340812
193,0,4956,47,35,122,16,75,5000,3125315,2348760
195,0,4960,47,35,122,16,75,5000,3116031,2353148
198,0,4964,47,35,122,16,75,5000,3096125,2356390
200,0,4968,46,35,122,16,75,5000,3074312,2356579
202,0,4972,46,35,122,16,75,5000,3060003,2356323
205,0,4976,46,35,122,16,75,5000,3044740,2354540
209,0,4980,46,35,122,16,75,5000,3037618,2353331
213,0,4984,46,35,122,16,75,5000,3029224,2350087
215,0,4988,46,35,122,16,75,5000,3024773,2348624
216,0,4992,46,35,122,16,75,5000,3020704,2345507
218,0,4996,46,35,122,16,75,5000,3016762,2343726
220,0,5000,45,35,122,16,75,5000,3006524,2340927
222,0,5004,45,35,122,16,75,5000,2997748,2339336
226,0,5008,45,35,122,16,75,5000,2985156,2337300
227,0,5012,45,35,122,16,75,5000,2974854,2336663
229,0,5016,45,35,122,16,75,5000,2969704,2336344
231,0,5020,45,35,122,16,75,5000,2962073,2335453
233,0,5024,45,35,122,16,75,5000,2955778,2334435
235,0,5028,44,35,122,16,75,5000,2946239,2330491
236,0,5032,44,35,116,16,75,5000,2945450,2328874
239,0,5036,44,35,105,16,75,5000,2945967,2330805
241,0,5040,44,35,91,16,75,5000,2946106,2338803
243,0,5044,44,35,76,16,75,5000,2943107,2350834
246,0,5048,44,35,74,16,75,5000,2941123,2357755
248,0,5052,44,36,76,16,75,5000,2940156,2361636
250,0,5056,44,35,76,16,75,5000,2919684,2356944
252,0,5060,44,35,76,16,75,5000,2905130,2353316
254,0,5064,44,35,76,16,75,5000,2884076,2348479
3,0,5068,43,35,76,16,75,5000,2874180,2346012
5,0,5072,43,35,76,16,75,5000,2863701,2343400
6,0,5076,43,35,76,16,75,5000,2857880,2341949
8,0,5080,43,35,76,16,75,5000,2850216,2340451
10,0,5084,43,35,76,16,75,5000,2846141,2339435
12,0,5088,43,35,76,16,75,5000,2836827,2337113
15,0,5092,43,35,76,16,75,5000,2825184,2334211
17,0,5096,42,35,76,16,75,5000,2816452,2332034
19,0,5100,42,35,76,16,75,5000,2800152,2327970
21,0,5104,42,35,76,16,75,5000,2788509,2325068
23,0,5108,42,35,76,16,75,5000,2765805,2319408
25,0,5112,41,35,76,16,75,5000,2752415,2316070
26,0,5116,41,35,76,16,75,5000,2749215,2316509
28,0,5120,41,35,76,16,75,5000,2749215,2316509
31,0,5124,41,35,76,16,75,5000,2749215,2316509
33,0,5128,41,35,76,16,75,5000,2749215,2316509
37,0,5132,41,35,76,16,75,5000,2749215,2316509
39,0,5136,41,35,76,16,75,5000,2749215,2316509
42,0,5140,41,35,76,16,75,5000,2738543,2314673
44,0,5144,41,35,76,16,75,5000,2738447,2306643
47,0,5148,41,35,76,16,75,5000,2717489,2301418
50,0,5152,41,35,76,16,75,5000,2717489,2296483
53,0,5156,41,34,76,16,75,5000,2717489,2293290
54,0,5160,41,34,76,16,75,5000,2711086,2291694
56,0,5164,41,34,76,16,75,5000,2711086,2288646
59,0,5168,41,34,76,16,75,5000,2711086,2287485
62,0,5172,41,34,76,16,75,5000,2711231,2286033
65,0,5176,41,34,76,16,75,5000,2711231,2286033
69,0,5180,41,34,76,16,75,5000,2711231,2286033
72,0,5184,41,34,80,16,75,5000,2711231,2286033
76,0,5188,41,34,88,16,75,5000,2711148,2288431
79,0,5192,41,35,108,16,75,5000,2713496,2295658
84,0,5196,41,35,128,16,75,5000,2716697,2299755
86,0,5200,41,35,148,16,75,5000,2721785,2302934
90,0,5204,41,35,160,16,75,5000,2724040,2303754
94,0,5208,41,35,170,16,75,5000,2730342,2304865
97,0,5212,41,35,180,16,75,5000,2737541,2304865
103,0,5216,41,35,180,16,75,5000,2741540,2304865
106,0,5220,41,35,180,16,75,5000,2748339,2304865
108,0,5224,41,35,178,16,75,5000,2752336,2305004
110,0,5228,42,35,174,16,75,5000,2756711,2305463
113,0,5232,42,35,171,16,75,5000,2758686,2305775
115,0,5236,42,35,169,16,75,5000,2759863,2306003
117,0,5240,42,35,169,16,75,5000,2760255,2306079
119,0,5244,42,35,169,16,75,5000,2764181,2306842
121,0,5248,42,35,169,16,75,5000,2768107,2307605
125,0,5252,41,35,169,16,75,5000,2747494,2303599
127,0,5256,41,35,163,16,75,5000,2717084,2294303
130,0,5260,41,34,157,16,75,5000,2717084,2282113
131,0,5264,41,34,153,16,75,5000,2688216,2267405
133,0,5268,40,34,154,16,75,5000,2662331,2254780
138,0,5272,40,34,167,16,75,5000,2630177,2247357
140,0,5276,39,34,179,16,75,5000,2621179,2247201
142,0,5280,39,34,194,16,75,5000,2610700,2249813
143,0,5284,39,34,208,16,75,5000,2603814,2253474
145,0,5288,39,34,216,16,75,5000,2602844,2254179
148,0,5292,39,34,212,16,75,5000,2597247,2257676
150,0,5296,39,34,192,16,75,5000,2590792,2259048
153,0,5300,39,34,172,16,75,5000,2580692,2257629
156,0,5304,39,34,152,16,75,5000,2572746,2253404
160,0,5308,39,34,132,16,75,5000,2562308,2241812
163,0,5312,39,34,113,16,75,5000,2558089,2231871
166,0,5316,39,33,98,16,75,5000,2557255,2225930
169,0,5320,39,33,94,16,75,5000,2557255,2225930
171,0,5324,39,33,94,16,75,5000,2557255,2225930
173,0,5328,39,33,94,16,75,5000,2557255,2225930
176,0,5332,39,33,94,16,75,5000,2556657,2225971
179,0,5336,38,33,94,16,75,5000,2555460,2226054
181,0,5340,38,33,94,16,75,5000,2545884,2226723
184,0,5344,38,33,94,16,75,5000,2533914,2227559
185,0,5348,38,34,94,16,75,5000,2515360,2228856
187,0,5352,38,34,94,16,75,5000,2513565,2228981
190,0,5356,38,34,94,16,75,5000,2513565,2228981
192,0,5360,38,34,94,16,75,5000,2516557,2228772
195,0,5364,38,33,94,16,75,5000,2528527,2227936
197,0,5368,39,33,94,16,75,5000,2557283,2226327
199,0,5372,39,33,94,16,75,5000,2574640,2225114
202,0,5376,39,33,94,16,75,5000,2590201,2224026
204,0,5380,39,33,94,16,75,5000,2602198,2223589
206,0,5384,39,33,94,16,75,5000,2609978,2223045
209,0,5388,39,33,94,16,75,5000,2620751,2222292
212,0,5392,40,33,94,16,75,5000,2627334,2221832
216,0,5396,40,33,94,16,75,5000,2636937,2221562
219,0,5400,40,33,94,16,75,5000,2641126,2221270
222,0,5404,40,33,94,16,75,5000,2651328,2220958
225,0,5408,40,33,94,16,75,5000,2662128,2220604
229,0,5412,40,33,94,16,75,5000,2678371,2220672
233,0,5416,40,33,94,16,75,5000,2684383,2220653
236,0,5420,41,33,94,16,75,5000,2687402,2220843
239,0,5424,41,33,92,16,75,5000,2687429,2221642
244,0,5428,41,33,89,16,75,5000,2687332,2227241
249,0,5432,40,34,81,16,75,5000,2685580,2238303
253,0,5436,40,34,70,16,75,5000,2683392,2244316
0,0,5440,40,34,57,16,75,5000,2679907,2249683
4,0,5444,40,34,45,16,75,5000,2677928,2251662
9,0,5448,40,34,29,16,75,5000,2677579,2251855
11,0,5452,40,34,18,16,75,5000,2681002,2250743
13,0,5456,41,34,12,16,75,5000,2692152,2248373
15,0,5460,41,34,6,16,75,5000,2701699,2247370
17,0,5464,41,34,5,16,75,5000,2706480,2246952
19,0,5468,41,34,5,16,75,5000,2706480,2244077
21,0,5472,41,34,4,16,75,5000,2706480,2240935
25,0,5476,41,34,2,16,75,5000,2706480,2239363
30,0,5480,41,34,1,16,75,5000,2706480,2238578
36,0,5484,41,34,359,16,75,5000,2706480,2239363
39,0,5488,41,34,357,16,75,5000,2706480,2240869
43,0,5492,41,34,348,16,75,5000,2709414,2241492
45,0,5496,41,34,339,16,75,5000,2712774,2242782
48,0,5500,41,34,332,16,75,5000,2715952,2244472
50,0,5504,41,34,326,16,75,5000,2742315,2262254
52,0,5508,42,34,326,16,75,5000,2779666,2287448
56,0,5512,42,35,328,16,75,5000,2817874,2311322
57,0,5516,43,35,331,16,75,5000,2857279,2333164
60,0,5520,44,35,335,16,75,5000,2898112,2352204
62,0,5524,44,36,346,16,75,5000,2941828,2363103
64,0,5528,45,36,355,16,75,5000,2986711,2367029
67,0,5532,46,35,10,16,75,5000,3031081,2359206
68,0,5536,46,35,21,16,75,5000,3073143,2343060
70,0,5540,47,35,34,16,75,5000,3110494,2317866
73,0,5544,47,34,42,16,75,5000,3142597,2288960
77,0,5548,48,34,52,16,75,5000,3168454,2255864
79,0,5552,48,33,61,16,75,5000,3189106,2218606
82,0,5556,48,33,68,16,75,5000,3204839,2179665
88,0,5560,49,32,79,16,75,5000,3212852,2138438
91,0,5564,49,31,85,16,75,5000,3216512,2096599
95,0,5568,49,31,94,16,75,5000,3213541,2054104
101,0,5572,48,30,100,16,75,5000,3206248,2012743
104,0,5576,48,30,108,16,75,5000,3193270,1972799
108,0,5580,48,29,113,16,75,5000,3176626,1933586
110,0,5584,48,28,120,16,75,5000,3154727,1895655
112,0,5588,47,28,125,16,75,5000,3129950,1860269
116,0,5592,47,27,132,16,75,5000,3100643,1827720
118,0,5596,46,27,141,16,75,5000,3068003,1801289
119,0,5600,46,27,148,16,75,5000,3032386,1779033
121,0,5604,45,26,158,16,75,5000,2994002,1763525
124,0,5608,45,26,162,16,75,5000,2955200,1750918
126,0,5612,44,26,170,16,75,5000,2941019,1748418
128,0,5616,44,26,178,16,75,5000,2947814,1748655
129,0,5620,45,26,192,16,75,5000,2962290,1745579
131,0,5624,45,26,196,16,75,5000,2968442,1743815
133,0,5628,45,26,195,16,75,5000,2971919,1742884
135,0,5632,45,26,195,16,75,5000,2973078,1742574
138,0,5636,45,26,197,16,75,5000,2975373,1741873
141,0,5640,45,26,204,16,75,5000,2979027,1740247
144,0,5644,45,26,212,16,75,5000,2982758,1737916
147,0,5648,45,26,228,16,75,5000,2987308,1732863
149,0,5652,45,26,232,16,75,5000,2987554,1732548
151,0,5656,45,26,232,16,75,5000,2990755,1728451
154,0,5660,45,26,232,16,75,5000,2990755,1728451
156,0,5664,45,26,232,16,75,5000,2990755,1728451
159,0,5668,45,26,232,16,75,5000,2990755,1728451
162,0,5672,45,26,232,16,75,5000,2990755,1728451
164,0,5676,45,26,232,16,75,5000,2990755,1728451
166,0,5680,45,26,232,16,75,5000,2990755,1728451
167,0,5684,45,26,244,16,75,5000,2990755,1728451
169,0,5688,45,26,264,16,75,5000,2989439,1740981
173,0,5692,45,26,284,16,75,5000,2995680,1766014
175,0,5696,45,27,296,16,75,5000,3004096,1783270
177,0,5700,46,27,310,16,75,5000,3016051,1797518
178,0,5704,46,27,310,16,75,5000,3016051,1797518
180,0,5708,46,27,310,16,75,5000,3016051,1797518
182,0,5712,46,27,310,16,75,5000,3016051,1797518
184,0,5716,46,27,310,16,75,5000,3016051,1797518
186,0,5720,46,27,310,16,75,5000,3016051,1797518
191,0,5724,46,27,310,16,75,5000,3016051,1797518
194,0,5728,45,27,300,16,75,5000,3013452,1793015
196,0,5732,45,27,293,16,75,5000,3011421,1788229
198,0,5736,45,27,288,16,75,5000,3010927,1786708
200,0,5740,45,27,288,16,75,5000,3010927,1786708
203,0,5744,45,27,287,16,75,5000,3011979,1790150
205,0,5748,45,27,285,16,75,5000,3012600,1792468
207,0,5752,45,27,285,16,75,5000,3006960,1794599
210,0,5756,45,27,285,16,75,5000,3000585,1796307
214,0,5760,45,27,285,16,75,5000,2985517,1800344
216,0,5764,45,27,285,16,75,5000,2971029,1804226
217,0,5768,45,27,285,16,75,5000,2963495,1806244
219,0,5772,45,27,285,16,75,5000,2954802,1808573
223,0,5776,44,27,285,16,75,5000,2949007,1810125
227,0,5780,44,27,285,16,75,5000,2947848,1810435
229,0,5784,44,27,285,16,75,5000,2947848,1810435
230,0,5788,44,27,285,16,75,5000,2947848,1810435
232,0,5792,45,27,285,16,75,5000,2951480,1810083
234,0,5796,45,27,285,16,75,5000,2954957,1809152
236,0,5800,45,27,285,16,75,5000,2960172,1807755
238,0,5804,45,27,285,16,75,5000,2962645,1807713
240,0,5808,45,27,285,16,75,5000,2965542,1806937
243,0,5812,45,27,285,16,75,5000,2967280,1806472
245,0,5816,45,27,285,16,75,5000,2967859,1806317
247,0,5820,45,27,285,16,75,5000,2970911,1806120
249,0,5824,45,27,285,16,75,5000,2974967,1805034
251,0,5828,45,27,285,16,75,5000,2984394,1803129
252,0,5832,45,27,285,16,75,5000,2990924,1802000
255,0,5836,45,27,285,16,75,5000,2999772,1800250
3,0,5840,45,27,285,16,75,5000,3002669,1799474
6,0,5844,45,27,285,16,75,5000,3008236,1801709
8,0,5848,46,27,295,16,75,5000,3016096,1818566
9,0,5852,46,28,309,16,75,5000,3031577,1837683
11,0,5856,46,28,329,16,75,5000,3070196,1860887
14,0,5860,47,28,338,16,75,5000,3111969,1877764
17,0,5864,48,28,347,16,75,5000,3155869,1887898
20,0,5868,48,28,352,16,75,5000,3200485,1894167
26,0,5872,49,28,355,16,75,5000,3245368,1898093
29,0,5876,49,29,355,16,75,5000,3245368,1902019
32,0,5880,49,29,349,16,75,5000,3245368,1910615
34,0,5884,49,29,340,16,75,5000,3245368,1926024
36,0,5888,49,29,338,16,75,5000,3245368,1942901
38,0,5892,49,29,338,16,75,5000,3245368,1959778
40,0,5896,49,30,338,16,75,5000,3245368,1976655
42,0,5900,50,30,338,16,75,5000,3287141,1993532
45,0,5904,50,30,339,16,75,5000,3329203,2009678
48,0,5908,51,30,341,16,75,5000,3371802,2024346
50,0,5912,52,31,344,16,75,5000,3415111,2036764
52,0,5916,52,31,347,16,75,5000,3459011,2046898
54,0,5920,53,31,350,16,75,5000,3503381,2054721
58,0,5924,54,31,351,16,75,5000,3547881,2061769
63,0,5928,54,31,352,16,75,5000,3592497,2068038
67,0,5932,55,31,352,16,75,5000,3637113,2074307
69,0,5936,55,31,352,16,75,5000,3637113,2080576
72,0,5940,55,31,352,16,75,5000,3644837,2081661
76,0,5944,55,31,352,16,75,5000,3645431,2081744
79,0,5948,55,31,352,16,75,5000,3645431,2081744
82,0,5952,55,31,354,16,75,5000,3644238,2081619
85,0,5956,55,31,354,16,75,5000,3643443,2081536
89,0,5960,55,31,354,16,75,5000,3643443,2081536
94,0,5964,55,31,354,16,75,5000,3643443,2081536
99,0,5968,55,31,354,16,75,5000,3643443,2081536
104,0,5972,55,31,354,16,75,5000,3643443,2081536
109,0,5976,55,31,354,16,75,5000,3643443,2081536
115,0,5980,55,31,354,16,75,5000,3643443,2081536
117,0,5984,55,31,354,16,75,5000,3643443,2081536
120,0,5988,55,31,356,16,75,5000,3641049,2081369
124,0,5992,55,31,359,16,75,5000,3641049,2081369
127,0,5996,55,31,4,16,75,5000,3641647,2081328
129,0,6000,55,31,8,16,75,5000,3642835,2081162
131,0,6004,55,31,13,16,75,5000,3642835,2079543
134,0,6008,55,31,14,16,75,5000,3642835,2076641
136,0,6012,56,31,14,16,75,5000,3686551,2065742
139,0,6016,56,31,14,16,75,5000,3730267,2054843
141,0,6020,57,31,17,16,75,5000,3773353,2041671
145,0,6024,58,30,23,16,75,5000,3814826,2024068
147,0,6028,58,30,28,16,75,5000,3854606,2002917
